campaign,click,click_pos,click_nb,cost,time_since_last_click,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,hour,day,pCTR
226,0,-1,-1,2.20629554711e-05,1936309,5,51,962,10,2,2,3683,9,7,5,0,0.2947096379547592
516,0,-1,-1,1e-05,1205369,4,51,1093,10,2,2,4768,8,7,5,0,0.17338443577618867
182,0,-1,-1,2.08357655826e-05,-1,1,51,1044,10,48,12,5278,4,15,5,0,0.4190931323902998
446,0,-1,-1,1e-05,524145,4,14,190,10,43,5,1587,4,27,5,0,0.15641710004781786
623,1,-1,-1,0.000147058823529,-1,3,14,1302,7,1,2,1498,1,15,5,0,0.26976828728737656
121,0,-1,-1,0.0002147367273,333799,5,0,763,10,36,2,3246,3,9,5,0,0.3493074618545732
261,0,-1,-1,0.000441211361714,2108716,3,51,688,10,2,12,528,4,6,5,0,0.21583761541098256
78,0,-1,-1,9.26470756531e-05,-1,0,39,1147,10,43,2,700,9,15,5,0,0.3524912475291146
264,1,-1,-1,0.00032651466139,326634,5,51,734,10,2,12,4884,4,9,5,0,0.5706876284566966
516,1,-1,-1,0.000153901738405,1205370,4,51,1093,10,2,2,4768,8,7,5,0,0.17338443577618867
574,1,-1,-1,0.000118076773407,49222,4,51,588,5,2,2,890,8,29,5,0,0.4116674256848927
446,1,-1,-1,1.81411151938e-05,-1,0,14,190,10,43,2,3985,0,15,5,0,0.41470729750619445
7,0,-1,-1,0.000235440929153,173505,5,46,820,10,36,11,4041,4,8,5,0,0.5658180046096896
191,1,-1,-1,0.000122242903008,-1,5,51,573,10,43,12,209,4,15,5,0,0.39667838919513815
381,0,-1,-1,0.00037911742133,136693,3,51,968,10,36,24,2676,4,16,5,0,0.3686829823517348
446,0,-1,-1,1.92990592297e-05,-1,4,51,190,10,43,12,1963,4,15,5,0,0.22354576702948128
121,1,-1,-1,0.00121559493512,255,5,20,1115,10,36,2,1598,7,3,5,0,0.6381035344695672
135,0,-1,-1,0.00919482528923,224426,5,51,42,10,37,2,3354,1,8,5,0,0.3633939291849711
492,0,-1,-1,0.000587568909285,136,3,20,1280,10,41,14,1764,4,12,5,0,0.5087035638299284
121,0,-1,-1,3.27318315121e-05,-1,5,0,1396,10,36,2,257,9,15,5,0,0.21378930191621529
336,0,-1,-1,1e-05,-1,5,51,1382,10,36,5,2174,4,15,5,0,0.14677595171794017
93,0,-1,-1,1e-05,327968,5,51,1352,10,37,2,2259,10,9,5,0,0.1627295929031124
7,0,-1,-1,8.08023650503e-05,1030329,5,46,820,10,36,12,4041,4,26,5,0,0.4757346908965351
611,1,0,1,0.000165366432254,2137988,4,14,315,7,36,11,4734,4,6,5,0,0.9958334205654562
597,0,-1,-1,1.92540182787e-05,-1,5,35,1260,10,36,18,4100,4,15,5,0,0.3671773903052795
190,0,-1,-1,0.000277818328184,2307641,4,51,400,10,43,2,2892,6,6,5,0,0.15568821984345874
261,0,-1,-1,1e-05,-1,8,21,688,10,2,11,5278,4,15,5,0,0.38822385255872766
523,0,-1,-1,5.73529390728e-05,-1,5,33,642,10,23,2,3235,1,15,5,0,0.2973362791404294
222,0,-1,-1,0.000168530900767,1813741,2,51,939,10,11,12,2022,4,7,5,0,0.23393244197414073
261,1,-1,-1,0.000220588235294,-1,1,51,688,10,2,2,1024,7,15,5,0,0.3743341616765956
279,0,-1,-1,1.66686120279e-05,-1,8,21,1073,10,2,14,5278,4,15,5,0,0.37697300068864636
141,1,-1,-1,0.000240675228484,-1,5,51,86,10,45,12,4778,4,15,5,0,0.34619690358966704
560,0,-1,-1,0.000579073150453,80340,5,51,931,10,36,12,1117,4,17,5,0,0.48622512571426196
518,1,-1,-1,5.0141629554e-05,238599,5,51,719,10,2,20,790,4,8,5,0,0.5093606128281686
9,0,-1,-1,1.66686120279e-05,-1,5,51,112,10,43,23,5278,4,15,5,0,0.28488089507600683
7,1,0,1,0.00116481998388,-1,2,46,819,5,36,2,4041,0,15,5,0,0.9958334205654562
446,0,-1,-1,2.89560066928e-05,1873600,5,51,190,10,43,12,752,4,7,5,0,0.32177892499988603
384,0,-1,-1,1e-05,-1,5,51,1172,10,36,2,4743,3,15,5,0,0.304058278301162
7,0,-1,-1,2.13960295215e-05,-1,5,46,820,10,36,2,409,0,15,5,0,0.2987332386973133
446,0,-1,-1,0.000161838218591,451,5,14,190,10,43,2,556,6,23,5,0,0.6678399696093135
84,0,-1,-1,4.33383925872e-05,-1,8,21,885,10,36,20,5278,4,15,5,0,0.384604453487289
301,0,-1,-1,0.000513798863616,118082,4,35,933,10,36,12,911,4,16,5,0,0.4528847444789769
402,0,-1,-1,0.00024471320181,50712,5,51,266,10,2,2,3838,8,29,5,0,0.41396416215097304
354,0,-1,-1,1e-05,-1,0,51,1141,10,0,2,4733,10,15,5,0,0.3416230256005863
347,1,-1,-1,0.000228363976759,-1,5,51,603,10,2,8,5278,4,15,5,0,0.4500973967190643
532,0,-1,-1,8.26793821419e-05,-1,5,51,699,10,43,24,5078,4,15,5,0,0.28470513085805804
445,0,-1,-1,1e-05,-1,5,51,373,10,8,2,3861,3,15,5,0,0.34871639411327965
140,1,-1,-1,0.000242478635081,120185,2,14,625,7,33,14,1200,4,16,5,0,0.22290178253460735
305,1,-1,-1,4.97896706357e-05,-1,7,51,195,10,42,12,3465,4,15,5,0,0.41336632716232624
196,1,-1,-1,2.94117651441e-05,-1,1,51,1028,10,45,8,1626,4,15,5,0,0.41347542244454877
446,0,-1,-1,7.71698996951e-05,91,2,51,190,7,43,12,3342,4,12,5,0,0.4096254925296238
299,0,-1,-1,0.000264864097283,638896,5,51,1284,10,36,18,2025,4,27,5,0,0.4183493897318101
278,0,-1,-1,0.000300109568503,998436,4,14,364,10,36,12,3527,4,26,5,0,0.25392487074448883
358,0,-1,-1,0.000208357642678,-1,3,51,507,10,2,21,4565,4,15,5,0,0.1918057983277916
7,1,-1,-1,0.000468213673944,147940,3,46,819,10,36,12,375,4,16,5,0,0.417792634398055
71,1,-1,-1,2.00710204594e-05,-1,7,46,1315,10,43,2,5341,7,15,5,0,0.30274369731659934
428,1,-1,-1,0.000111266731948,559136,8,21,669,10,23,14,5278,4,27,5,0,0.3825763366106378
30,0,-1,-1,1e-05,-1,5,14,671,10,22,2,1078,1,15,5,0,0.2547775407555932
7,0,-1,-1,4.62047487341e-05,236443,5,46,820,10,36,18,2857,4,8,5,0,0.5734084743617065
7,1,-1,-1,0.000240675228484,-1,5,46,820,10,36,12,375,4,15,5,0,0.3834582883762892
133,0,-1,-1,3.47262752407e-05,-1,7,51,704,10,0,2,821,10,15,5,0,0.2798569448359401
179,0,-1,-1,0.000384656037485,2026656,4,51,275,10,43,14,1152,4,6,5,0,0.15690937425957266
446,0,-1,-1,2.39493227241e-05,1652866,2,14,936,10,43,2,1963,0,7,5,0,0.20585079349996618
562,0,-1,-1,1e-05,-1,8,21,77,10,43,8,5278,4,15,5,0,0.37605338981619063
7,0,-1,-1,2.58966557243e-05,-1,5,46,820,10,36,2,4041,9,15,5,0,0.3271571383756744
317,0,-1,-1,0.000124867979218,-1,5,51,149,10,23,12,4699,4,15,5,0,0.31945900992414067
473,0,-1,-1,2.75907731231e-05,-1,8,51,639,10,35,12,5278,4,15,5,0,0.4225183707524366
438,1,-1,-1,5.83016721994e-05,821658,5,51,1242,10,36,21,4530,4,26,5,0,0.3649199097118546
336,0,-1,-1,7.48000397055e-05,1030,4,51,685,7,36,12,3821,4,22,5,0,0.5143324247313736
552,0,-1,-1,9.11764712894e-05,-1,2,2,749,10,36,5,4789,4,15,5,0,0.16807544174126804
118,1,1,3,0.00057031407801,29324,2,14,797,15,41,2,4091,5,28,5,0,0.9958334205654562
560,0,-1,-1,5.7350081556e-05,-1,5,51,931,10,36,12,1163,4,15,5,0,0.35072262657358527
563,0,-1,-1,1e-05,344397,5,51,1154,10,36,2,5126,7,9,5,0,0.36282264875382125
446,1,-1,-1,0.000301960155434,334037,5,14,190,10,43,12,752,4,9,5,0,0.370688344526944
564,0,-1,-1,1e-05,-1,7,14,175,10,36,2,3220,10,15,5,0,0.15214048239384126
68,1,-1,-1,0.000370225825879,261,5,13,984,10,0,2,4534,7,3,5,0,0.7028601842936615
33,0,-1,-1,0.000215948662656,502424,0,51,1267,10,40,12,4163,4,27,5,0,0.306881386232104
522,0,-1,-1,1e-05,-1,7,51,1387,10,44,12,5278,4,15,5,0,0.40196639215609903
372,0,-1,-1,3.3574782145e-05,1208526,5,51,115,10,14,14,5278,4,7,5,0,0.3716404866628811
278,0,-1,-1,0.000150054634457,998446,4,14,364,10,36,12,3527,4,26,5,0,0.25392487074448883
103,0,-1,-1,0.000338308825711,579685,4,51,741,10,36,11,692,4,27,5,0,0.30567131440172945
191,0,-1,-1,2.00228436904e-05,-1,0,51,573,10,43,12,279,4,15,5,0,0.4405860455406755
169,0,-1,-1,0.000587891310642,156,5,47,1348,10,36,8,354,4,2,5,0,0.6660647067503926
117,0,-1,-1,2.73240349124e-05,395222,2,14,1230,10,36,12,2309,4,9,5,0,0.23980740352041383
358,1,4,7,0.000741446688547,400653,3,51,507,10,2,21,4565,4,9,5,0,0.9958334205654562
521,0,-1,-1,0.000833430570715,-1,5,15,861,10,23,11,1867,4,15,5,0,0.32000337641771853
516,0,-1,-1,0.000190457514657,222309,4,51,1093,7,2,2,4768,10,8,5,0,0.09428366485801222
121,1,-1,-1,0.00210329770927,1057314,4,20,1115,7,36,2,4348,7,26,5,0,0.21425159404312738
261,0,-1,-1,0.00017779851661,-1,8,21,688,10,2,11,5278,4,15,5,0,0.38822385255872766
547,0,-1,-1,1e-05,-1,5,51,121,10,36,2,4917,3,15,5,0,0.42387341215056457
446,1,-1,-1,1.00355102297e-05,-1,0,51,190,10,43,2,981,10,15,5,0,0.3225921516744896
7,0,-1,-1,1.50995304005e-05,85200,5,46,820,10,36,2,375,2,17,5,0,0.5363431247849388
226,0,-1,-1,1.57833085874e-05,742457,4,51,962,10,2,8,3324,4,26,5,0,0.28558696552447066
446,1,-1,-1,0.00021228965591,-1,5,14,190,10,43,2,4618,7,15,5,0,0.3458154392129194
597,0,-1,-1,0.00030313120927,82152,5,35,1260,10,36,11,4772,4,17,5,0,0.4830691104804683
446,0,-1,-1,1e-05,689298,5,51,190,10,43,5,3808,4,27,5,0,0.2027495688011903
564,1,-1,-1,0.000837617050026,3032,5,14,175,10,36,18,4718,4,10,5,0,0.5423072682547404
190,0,-1,-1,0.000116472204769,172515,5,51,572,10,43,2,1119,6,8,5,0,0.4918989179531074
117,0,-1,-1,9.10140624344e-05,158521,1,14,1229,10,36,12,3950,4,16,5,0,0.36460422635403006
435,0,-1,-1,5.74300459853e-05,937019,4,14,1057,10,43,12,4724,4,26,5,0,0.2547616862054288
89,0,-1,-1,0.000102157953271,325193,0,14,1211,10,36,11,4602,4,9,5,0,0.34714509236524693
121,1,-1,-1,0.000117930857574,-1,5,11,28,10,36,12,4868,4,15,5,0,0.3510553629450366
172,0,-1,-1,1e-05,-1,3,38,1177,10,26,2,396,7,15,5,0,0.15149148642186325
312,1,-1,-1,0.000313235310947,-1,5,51,217,10,36,2,1024,1,15,5,0,0.3246994006975449
446,0,-1,-1,6.19105365996e-05,61309,5,14,190,10,43,12,5067,4,17,5,0,0.5930320849161737
7,1,1,2,0.000461188321279,6046,2,46,819,7,36,12,2953,4,11,5,0,0.9958334205654562
128,0,-1,-1,0.000374792514048,230705,5,51,502,10,37,12,4238,4,8,5,0,0.44871577081771663
615,0,-1,-1,9.85375562747e-05,2099936,5,51,1367,10,2,2,3062,3,6,5,0,0.25087414408194975
475,0,-1,-1,0.00337431201317,439,4,46,1322,10,0,2,628,8,23,5,0,0.31628165758161914
446,0,-1,-1,6.74617005435e-05,162627,5,14,190,10,43,12,3808,4,16,5,0,0.3788630717941339
475,0,-1,-1,1e-05,567909,2,46,1322,7,0,24,4461,4,27,5,0,0.21444790266689764
385,0,-1,-1,1e-05,-1,5,51,609,10,36,2,4041,9,15,5,0,0.36516622283870004
162,0,-1,-1,1.76470584291e-05,-1,5,41,1253,10,43,2,187,10,15,5,0,0.23447205652652603
476,0,-1,-1,0.000126877400805,-1,3,51,148,5,13,12,2001,4,15,5,0,0.1838317583972335
42,0,-1,-1,0.000101919545753,410284,5,14,1304,10,46,12,3958,4,9,5,0,0.3582150811698196
473,0,-1,-1,2.59196911665e-05,-1,4,51,639,10,35,21,5278,4,15,5,0,0.2918835608992054
446,0,-1,-1,6.48448353304e-05,-1,4,14,190,10,43,2,3580,3,15,5,0,0.2150636420744289
509,1,4,9,0.000349624181435,341559,2,35,406,10,36,2,5278,5,9,5,0,0.9958334205654562
446,0,-1,-1,1.50638238034e-05,-1,0,14,190,10,43,8,372,4,15,5,0,0.3955610734393993
554,0,-1,-1,0.000424911293768,212006,4,2,718,10,36,12,3189,4,8,5,0,0.2628426246646288
7,0,-1,-1,0.000840547538221,177990,2,46,819,5,36,2,4041,7,8,5,0,0.14742012883359043
7,1,-1,-1,0.000145020134309,-1,5,46,1224,10,36,12,4041,4,15,5,0,0.37843164454264744
446,0,-1,-1,1e-05,1025675,5,14,190,10,43,5,3985,4,26,5,0,0.19527285247918025
299,1,-1,-1,0.000192249203483,632245,5,51,1284,10,36,2,1386,9,27,5,0,0.4236074576506316
623,0,-1,-1,8.47533169046e-05,107405,2,14,1302,7,1,26,2896,4,16,5,0,0.26944726910100775
67,0,-1,-1,2.94117651441e-05,-1,0,51,966,10,22,12,5278,4,15,5,0,0.5069364785543774
306,0,-1,-1,1.92990592297e-05,-1,4,51,182,7,36,12,2174,4,15,5,0,0.20457557121681785
110,0,-1,-1,0.000111892472867,895863,4,51,965,10,43,12,951,4,26,5,0,0.2322169755109526
518,0,-1,-1,0.000216333179469,442,5,51,719,10,2,2,5022,1,23,5,0,0.6753540011249148
169,0,-1,-1,0.00026403696801,675,5,47,1348,10,36,12,2828,4,22,5,0,0.5586809438951409
632,0,-1,-1,0.000725930436278,142920,3,51,1244,10,2,2,1401,4,16,5,0,0.5016914540139048
483,1,-1,-1,0.000125005722234,957625,3,51,950,10,37,10,1320,4,26,5,0,0.29774701754627314
446,0,-1,-1,1e-05,-1,5,14,190,10,43,2,1963,7,15,5,0,0.3665962076400986
7,0,-1,-1,1e-05,-1,5,46,820,10,36,2,375,4,15,5,0,0.21926816528860218
446,1,-1,-1,7.66319024036e-05,1959,5,14,190,10,43,12,1657,4,19,5,0,0.5354568398146393
356,1,-1,-1,0.000140464450693,778160,1,14,25,10,2,2,161,1,26,5,0,0.452920417753937
191,1,-1,-1,0.000340317487716,-1,5,51,573,10,43,2,4055,0,15,5,0,0.3248901317240968
162,0,-1,-1,0.0001397058806,-1,5,20,831,10,43,12,1147,4,15,5,0,0.3410641680958033
32,0,-1,-1,4.51506718116e-05,-1,0,51,994,10,46,2,5043,6,15,5,0,0.30503708598801954
190,0,-1,-1,2.62876806957e-05,242470,5,51,572,10,43,2,4554,10,8,5,0,0.2495767173663708
131,0,-1,-1,7.05882337163e-05,-1,4,51,512,10,36,2,2471,10,15,5,0,0.09243801913013071
7,0,-1,-1,0.000186153297831,476794,2,46,819,10,36,2,4041,0,27,5,0,0.28432704433953476
627,0,-1,-1,4.33724014691e-05,1034536,3,26,989,10,26,2,370,8,26,5,0,0.14050180978868
169,0,-1,-1,2.569744473e-05,-1,1,47,1348,10,36,20,4736,4,15,5,0,0.2982713790692349
39,1,-1,-1,7.2202568545e-05,-1,5,51,72,10,12,12,5279,4,15,5,0,0.5060431879947571
299,0,-1,-1,9.51148481929e-05,-1,2,51,1284,10,36,2,2025,3,15,5,0,0.2245797710963242
530,0,-1,-1,1.41757704756e-05,-1,3,51,1331,10,0,2,5246,9,15,5,0,0.43933017567536553
34,1,-1,-1,0.000275201099993,476089,2,51,1250,10,0,12,3239,4,27,5,0,0.4272557651224019
131,0,-1,-1,1.91176463576e-05,-1,5,51,512,10,36,2,3040,6,15,5,0,0.3983628834818729
446,1,-1,-1,6.47058820024e-05,-1,5,14,190,10,43,12,4311,4,15,5,0,0.335722442572658
526,1,-1,-1,0.000192540182787,-1,5,51,843,10,45,12,2896,4,15,5,0,0.3431872579657662
475,0,-1,-1,1.20709639262e-05,-1,5,46,1323,10,0,2,4744,10,15,5,0,0.37869495334672354
445,0,-1,-1,1e-05,1303392,4,51,373,10,8,2,1390,7,7,5,0,0.2297008598772998
398,0,-1,-1,0.000129411781535,-1,3,39,140,10,43,2,5261,8,15,5,0,0.2455043830082666
445,1,-1,-1,0.000153661729274,779406,5,51,373,10,8,12,3861,4,26,5,0,0.3302718949358379
446,0,-1,-1,1.91176463576e-05,-1,3,14,190,7,43,5,3580,4,15,5,0,0.1254486012636209
23,0,-1,-1,1.02941176909e-05,-1,0,51,352,10,46,2,5278,8,15,5,0,0.27727179721782524
384,0,-1,-1,5.83998043717e-05,165,5,51,1172,10,36,2,4270,6,2,5,0,0.7261974579377748
7,1,-1,-1,7.73829464284e-05,319363,5,46,820,10,36,12,4041,4,9,5,0,0.512440143598982
152,0,-1,-1,1.7709623584e-05,-1,2,51,299,15,34,12,658,4,15,5,0,0.17992678866626408
7,0,-1,-1,0.00128044152372,38292,5,46,820,10,36,18,4041,4,29,5,0,0.6923445147324128
559,0,-1,-1,1e-05,2331857,1,51,780,10,0,12,268,4,6,5,0,0.4300774581644885
347,0,-1,-1,1e-05,953304,5,51,603,10,2,2,5278,7,26,5,0,0.4309824684493505
133,0,-1,-1,0.000154184663997,-1,7,51,704,10,0,2,821,2,15,5,0,0.3504718958119511
169,0,-1,-1,0.000587822986901,187,5,47,1348,10,36,8,354,4,2,5,0,0.6660647067503926
118,1,-1,-1,0.000503026309792,288139,2,20,3,10,41,12,4091,4,9,5,0,0.3749052893488587
539,0,-1,-1,0.000188623169791,566347,5,14,1334,10,36,12,354,4,27,5,0,0.3341601478110603
521,0,-1,-1,1.38998495605e-05,1680679,3,14,963,10,23,0,3559,4,7,5,0,0.1636976456015575
597,1,-1,-1,7.84516597496e-05,-1,4,46,1260,10,36,12,4100,4,15,5,0,0.26154186354403275
446,0,-1,-1,1e-05,-1,5,14,190,10,43,2,567,1,15,5,0,0.3949190598748177
7,0,-1,-1,3.99280207999e-05,-1,2,46,819,10,36,2,409,1,15,5,0,0.19542985308249233
104,0,-1,-1,0.000441176470588,-1,5,14,977,10,13,12,2116,4,15,5,0,0.3239949840127009
303,0,-1,-1,1.71597000065e-05,835563,5,51,521,10,45,12,5278,4,26,5,0,0.4612973476284967
121,0,-1,-1,7.94228210169e-05,-1,1,19,763,10,36,12,4348,4,15,5,0,0.3676044772287524
7,1,-1,-1,0.00020968524357,90918,5,46,820,10,36,12,4041,4,17,5,0,0.5401848238554559
7,1,-1,-1,0.000529483534629,1,5,46,820,10,36,12,4041,4,14,5,0,0.8257548106707643
152,0,-1,-1,0.000151579554561,168711,2,51,299,10,34,12,2956,4,8,5,0,0.27575104356881747
521,0,-1,-1,9.23804198317e-05,67474,5,15,860,10,23,25,4607,4,17,5,0,0.3373506172256029
438,1,8,11,0.000260752538065,87895,5,51,1242,10,36,21,4530,4,17,5,0,0.9958334205654562
121,1,0,6,7.99952154448e-05,1206265,2,0,80,10,36,12,874,4,7,5,0,0.9958334205654562
557,0,-1,-1,3.67647058824e-05,-1,3,51,1018,10,2,12,4827,4,15,5,0,0.19193880566075094
466,0,-1,-1,1.23947749243e-05,-1,1,51,650,10,12,2,2448,2,15,5,0,0.25553978289467094
22,0,-1,-1,9.72335654147e-05,-1,1,51,1,10,36,20,1024,4,15,5,0,0.4375877409825859
182,0,-1,-1,1e-05,-1,6,51,1044,10,48,2,5278,7,15,5,0,0.2375564517748765
354,0,-1,-1,1.6116198901e-05,688609,5,51,1141,10,0,12,533,4,27,5,0,0.4540618818733499
147,1,-1,-1,0.00027919925311,-1,4,51,849,10,38,2,3774,6,15,5,0,0.2678692862497838
118,0,-1,-1,0.000138542620585,252878,2,20,3,7,41,2,4091,4,8,5,0,0.26431930879101684
446,0,-1,-1,1e-05,-1,5,14,190,10,43,5,3808,4,15,5,0,0.23631357036653497
279,0,-1,-1,1.38905107537e-05,-1,7,51,1072,10,2,20,2285,4,15,5,0,0.39390718124234503
169,1,-1,-1,0.000162981801741,225068,5,47,1348,10,36,7,681,4,8,5,0,0.21168081959152577
191,0,-1,-1,2.22248145763e-05,-1,5,51,573,10,43,2,962,7,15,5,0,0.24451005077723928
446,1,-1,-1,4.86336297849e-05,-1,0,14,576,10,43,2,567,7,15,5,0,0.3384645745377938
526,0,-1,-1,6.50005747104e-05,482305,5,51,843,10,45,12,2228,4,27,5,0,0.327284534646906
7,1,-1,-1,1.21682943144e-05,37521,5,46,820,10,36,2,2857,4,29,5,0,0.5611182008359407
446,0,-1,-1,1.92990592297e-05,-1,1,14,190,10,43,12,4618,4,15,5,0,0.3819522399045523
158,0,-1,-1,2.64177493313e-05,-1,5,2,234,10,44,12,1729,4,15,5,0,0.34546324223876895
571,1,1,2,0.00012766250881,138516,3,32,306,7,26,24,766,4,16,5,0,0.9958334205654562
475,0,-1,-1,1.03465401951e-05,-1,5,46,1323,10,0,2,4744,10,15,5,0,0.37869495334672354
488,1,-1,-1,3.34761291743e-05,-1,1,51,988,10,36,11,5278,4,15,5,0,0.4878070582339645
446,0,-1,-1,1.92996142442e-05,2311037,5,14,190,10,43,12,4618,4,6,5,0,0.3014072222587117
446,0,-1,-1,2.16149473015e-05,-1,4,14,190,10,43,2,3580,5,15,5,0,0.29684172900623174
446,1,-1,-1,0.000113406940472,87376,5,14,190,10,43,12,4311,4,17,5,0,0.4369278535444717
518,1,-1,-1,0.000305491324094,1021148,5,51,719,10,2,2,785,9,26,5,0,0.3780926741028997
466,1,-1,-1,6.02202276058e-05,1632697,5,51,650,10,12,12,2448,4,7,5,0,0.3077494595846682
446,1,-1,-1,2.43119429394e-05,1985959,5,14,190,10,43,11,242,4,6,5,0,0.3177760531146087
571,0,-1,-1,4.44496291525e-05,-1,2,32,306,10,26,2,766,9,15,5,0,0.19663533495518137
396,0,-1,-1,0.000286324339754,-1,5,51,296,10,38,12,489,4,15,5,0,0.3580269485962565
321,1,15,16,0.00373909155429,145264,3,51,605,10,36,14,724,4,16,5,0,0.9958334205654562
327,0,-1,-1,2.85626071341e-05,-1,6,14,318,10,23,2,5278,1,15,5,0,0.3167605490384288
64,1,0,2,0.000147502577476,1380386,2,51,467,10,14,2,5180,1,7,5,0,0.9958334205654562
521,1,-1,-1,0.00176470588235,-1,4,15,861,10,23,12,4607,4,15,5,0,0.1898169176984314
518,0,-1,-1,0.000163271155091,172581,5,51,719,10,2,2,790,7,8,5,0,0.48837501103206504
118,0,-1,-1,5.44085767745e-05,429301,3,14,738,10,41,14,4091,4,9,5,0,0.18630433132491545
65,1,-1,-1,2.95478938257e-05,-1,0,51,622,10,43,14,1723,4,15,5,0,0.43287041629061707
222,1,0,1,1e-05,-1,1,14,938,10,11,2,428,3,15,5,0,0.9958334205654562
384,1,-1,-1,8.42363343519e-05,-1,1,51,608,10,36,12,1858,4,15,5,0,0.3721634333192267
446,0,-1,-1,1e-05,-1,1,14,190,10,43,5,1852,4,15,5,0,0.2731614879325795
615,1,0,3,0.000819699429554,1032929,4,51,1367,7,2,2,5323,9,26,5,0,0.9958334205654562
322,0,-1,-1,1e-05,-1,5,51,606,10,36,5,1041,4,15,5,0,0.18556513621524648
121,0,-1,-1,1e-05,-1,5,0,1115,10,36,2,432,1,15,5,0,0.26518362821717045
446,0,-1,-1,7.71858163647e-05,36,5,14,190,10,43,12,1657,4,20,5,0,0.6109809713298484
7,0,-1,-1,0.000164284916485,-1,5,46,820,10,36,2,4041,7,15,5,0,0.2647334407673929
39,0,-1,-1,0.000117848428383,311435,5,51,72,10,12,12,1709,4,9,5,0,0.4558020332754126
117,0,-1,-1,1e-05,-1,0,14,1229,10,36,25,1890,4,15,5,0,0.3864311814413575
77,0,-1,-1,6.77845022864e-05,253705,5,51,117,10,36,2,5278,8,8,5,0,0.3942568938356059
562,1,-1,-1,0.000887603549396,-1,5,19,139,10,43,14,1270,4,15,5,0,0.3318443221933251
623,1,-1,-1,0.000636974015145,605423,4,14,1302,7,1,12,3367,4,27,5,0,0.27286408655918776
117,0,-1,-1,1e-05,-1,7,14,1229,10,36,2,3950,3,15,5,0,0.24487304715682381
279,0,-1,-1,0.000214738888791,89584,3,51,99,10,2,2,5245,10,17,5,0,0.25750026751988286
597,1,-1,-1,0.000187060163968,117380,5,46,1260,10,36,2,4100,2,16,5,0,0.46451379396037706
567,0,-1,-1,3.2485784035e-05,291270,5,14,672,10,36,2,1982,3,9,5,0,0.3191882283857326
562,0,-1,-1,0.000160383522313,1718052,3,20,78,10,43,2,3183,4,7,5,0,0.1687184015241549
518,0,-1,-1,1e-05,225769,1,51,719,10,2,2,2040,3,8,5,0,0.39750246925754457
614,0,-1,-1,9.67743169344e-05,804520,3,51,1366,10,2,11,1076,4,26,5,0,0.19312039938743616
446,0,-1,-1,1e-05,-1,3,14,190,10,43,5,3808,4,15,5,0,0.12963213424913445
597,1,-1,-1,0.000280372510012,165180,5,46,1260,10,36,11,4100,4,8,5,0,0.45455802977051807
446,0,-1,-1,5.78971776893e-05,-1,8,14,190,10,43,12,1587,4,15,5,0,0.3269909609617796
7,1,0,1,0.000240675228484,-1,5,46,820,10,36,12,409,4,15,5,0,0.9958334205654562
446,0,-1,-1,6.65066749578e-05,600883,5,14,190,10,43,12,981,4,27,5,0,0.3376737153239851
635,1,-1,-1,0.000141727023902,172367,5,51,902,10,36,12,4011,4,8,5,0,0.47708377352894626
121,0,-1,-1,4.5848629054e-05,-1,5,41,1115,10,36,2,1598,7,15,5,0,0.24793945385983543
530,0,-1,-1,1e-05,-1,2,51,1331,3,0,2,1622,0,15,5,0,0.24236544022881307
7,0,-1,-1,1e-05,676009,5,46,820,10,36,12,4041,4,27,5,0,0.4798368092165766
475,1,0,1,0.00086537880056,-1,0,46,1323,10,0,2,2199,3,15,5,0,0.9958334205654562
93,1,-1,-1,0.000126403649064,-1,0,51,981,10,37,11,5278,4,15,5,0,0.5150439446380858
29,1,-1,-1,1e-05,-1,1,51,120,10,36,2,2918,8,15,5,0,0.26850851578427226
280,0,-1,-1,0.000176470595247,-1,1,51,1025,10,37,12,4856,4,15,5,0,0.48311468538856
411,0,-1,-1,2.05794670526e-05,762298,5,51,1168,10,27,12,4448,4,26,5,0,0.3173373903036585
358,1,-1,-1,0.000838226805614,79374,5,51,507,10,2,14,5033,4,17,5,0,0.5726518144391196
446,0,-1,-1,1e-05,570693,4,14,190,10,43,5,4618,4,27,5,0,0.1776477247490462
7,1,-1,-1,0.000182590817704,-1,5,46,820,10,36,12,3705,4,15,5,0,0.37933412596295973
384,0,-1,-1,1e-05,2235767,5,51,608,10,36,2,3728,9,6,5,0,0.30660568734301624
190,1,-1,-1,1e-05,596307,5,51,572,10,43,24,4554,4,27,5,0,0.2791636700032525
260,0,-1,-1,1.53106274898e-05,236467,4,14,1290,10,43,5,742,4,8,5,0,0.2374047390164023
279,0,-1,-1,2.6391968131e-05,-1,7,51,99,10,2,2,687,10,15,5,0,0.17144501776027096
446,0,-1,-1,0.00139593039362,62242,5,51,190,10,43,2,1963,8,17,5,0,0.40362167270032595
131,1,-1,-1,0.000100096446626,-1,5,51,512,10,36,24,3322,4,15,5,0,0.22180192715156846
474,0,-1,-1,1.55208353611e-05,2144959,5,51,152,10,36,2,3105,7,6,5,0,0.2922841865936714
567,0,-1,-1,1.61764705006e-05,-1,7,14,773,10,36,8,3272,4,15,5,0,0.3161604207938298
446,0,-1,-1,1.76470584291e-05,-1,4,14,190,7,43,5,1112,4,15,5,0,0.14616197107971432
446,0,-1,-1,1e-05,-1,5,14,190,10,43,2,1587,8,15,5,0,0.3239431030767341
